,0,1,2,3,4,5,6,7,8,9
0,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_EM_813.pkl,EDmlpFlat_OnlyS_EM_813.pkl,0.8131545154946525,AUC=0.813 (0.787-0.840),0.3323008556216942,AUC=0.332 (0.306-0.358),0.44747081712062253,0.8263527973096912
1,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_GAIN_695.pkl,EDmlpFlat_OnlyS_GAIN_695.pkl,0.6953116441123912,AUC=0.695 (0.665-0.726),0.2624804517281749,AUC=0.262 (0.240-0.285),0.3402597402597402,0.8446958116783858
2,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_KNN_777.pkl,EDmlpFlat_OnlyS_KNN_777.pkl,0.7769192086996345,AUC=0.777 (0.749-0.805),0.3041115558936759,AUC=0.304 (0.279-0.329),0.3782805429864254,0.789972485478447
3,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_MICE_773.pkl,EDmlpFlat_OnlyS_MICE_773.pkl,0.7725101247294833,AUC=0.773 (0.744-0.801),0.29638803297758987,AUC=0.296 (0.272-0.321),0.38575152041702865,0.7838581473555487
4,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_MIDA_776.pkl,EDmlpFlat_OnlyS_MIDA_776.pkl,0.775601871391241,AUC=0.776 (0.747-0.804),0.2997777759417274,AUC=0.300 (0.275-0.324),0.3863432165318958,0.7911953531030266
5,Less50,0,./result_pickles/for_metrics/Less50/0/EDmlpFlat_OnlyS_None_780.pkl,EDmlpFlat_OnlyS_None_780.pkl,0.780467129425921,AUC=0.780 (0.752-0.809),0.30586128698108495,AUC=0.306 (0.281-0.331),0.38822447102115915,0.796698257413635
6,Less50,0,./result_pickles/for_metrics/Less50/0/EDspectrumFlat_OnlyS_821.pkl,EDspectrumFlat_OnlyS_821.pkl,0.821315361751421,AUC=0.821 (0.795-0.848),0.3695229892515002,AUC=0.370 (0.342-0.397),0.4501323918799648,0.8095383674717211
7,Less50,2,./result_pickles/for_metrics/Less50/2/EDmlpFlat_OnlyS_EM_819.pkl,EDmlpFlat_OnlyS_EM_819.pkl,0.8186387563599231,AUC=0.819 (0.793-0.845),0.3754449470333088,AUC=0.375 (0.348-0.403),0.42882882882882883,0.8061754815041272
8,Less50,2,./result_pickles/for_metrics/Less50/2/EDmlpFlat_OnlyS_GAIN_728.pkl,EDmlpFlat_OnlyS_GAIN_728.pkl,0.7277944050280805,AUC=0.728 (0.698-0.757),0.27136827612216186,AUC=0.271 (0.249-0.294),0.35091496232508074,0.8156527055946193
9,Less50,2,./result_pickles/for_metrics/Less50/2/EDmlpFlat_OnlyS_KNN_783.pkl,EDmlpFlat_OnlyS_KNN_783.pkl,0.7826992482526716,AUC=0.783 (0.755-0.810),0.3459599492497833,AUC=0.346 (0.320-0.372),0.41796516956920254,0.8058697645979823
